trigram,freq
"('the', 'dress', 'for')",3
"('dress', 'for', 'the')",1
"('first', 'time', 'but')",1
"('time', 'but', 'while')",1
"('but', 'while', 'standing')",1
"('while', 'standing', 'in')",1
"('standing', 'in', 'front')",1
"('in', 'front', 'of')",1
"('of', 'the', 'mirror')",1
"('the', 'mirror', 'putting')",1
"('mirror', 'putting', 'makeup')",1
"('putting', 'makeup', 'on')",1
"('makeup', 'on', 'the')",1
"('on', 'the', 'seam')",1
"('the', 'seam', 'between')",1
"('seam', 'between', 'the')",1
"('between', 'the', 'body')",1
"('body', 'and', 'sleeve')",1
"('and', 'sleeve', 'just')",1
"('sleeve', 'just', 'started')",1
"('just', 'started', 'to')",1
"('started', 'to', 'unravel')",1
"('to', 'unravel', 'strangest')",1
"('unravel', 'strangest', 'thing')",1
"('strangest', 'thing', 'just')",1
"('thing', 'just', 'a')",1
"('a', 'random', 'hole')",1
"('random', 'hole', 'appeared')",1
"('hole', 'appeared', 'I')",1
"('appeared', 'I', 'look')",1
"('I', 'look', 'like')",1
"('like', 'i', 'put')",1
"('i', 'put', 'a')",1
"('put', 'a', 'baggy')",1
"('a', 'baggy', 'bag')",1
"('baggy', 'bag', 'over')",1
"('bag', 'over', 'my')",1
"('over', 'my', 'head')",3
"('my', 'head', 'also')",1
"('head', 'also', 'the')",1
"('also', 'the', 'material')",1
"('the', 'material', 'really')",1
"('material', 'really', 'seemed')",1
"('really', 'seemed', 'like')",1
"('seemed', 'like', 'fake')",1
"('like', 'fake', 'velvet')",1
"('fake', 'velvet', 'to')",1
"('velvet', 'to', 'me')",1
"('to', 'me', 'I')",1
"('me', 'I', 'm')",1
"('I', 'm', 'not')",1
"('m', 'not', 'sure')",4
"('not', 'sure', 'if')",2
"('sure', 'if', 'i')",1
"('if', 'i', 'only')",1
"('i', 'only', 'received')",1
"('only', 'received', 'part')",1
"('received', 'part', 'of')",1
"('part', 'of', 'this')",2
"('this', 'dress', 'a')",2
"('dress', 'a', 'a')",1
"('a', 'a', 'mistake')",1
"('a', 'mistake', 'but')",1
"('mistake', 'but', 'i')",1
"('but', 'i', 'received')",1
"('received', 'the', 'chiffon')",1
"('the', 'chiffon', 'shell')",1
"('chiffon', 'shell', 'but')",1
"('shell', 'but', 'there')",1
"('but', 'there', 'wa')",2
"('wa', 'no', 'slip')",1
"('no', 'slip', 'a')",1
"('slip', 'a', 'pictured')",1
"('a', 'pictured', 'it')",1
"('pictured', 'it', 'make')",1
"('it', 'make', 'it')",1
"('make', 'it', 'kind')",1
"('kind', 'of', 'difficult')",1
"('of', 'difficult', 'to')",1
"('difficult', 'to', 'wear')",1
"('to', 'wear', 'when')",2
"('wear', 'when', 'the')",2
"('when', 'the', 'entire')",2
"('the', 'entire', 'thing')",1
"('entire', 'thing', 'is')",1
"('thing', 'is', 'sheer')",1
"('is', 'sheer', 'i')",1
"('sheer', 'i', 'had')",2
"('i', 'had', 'high')",6
"('high', 'hope', 'but')",1
"('hope', 'but', 'sadly')",1
"('but', 'sadly', 'this')",1
"('sadly', 'this', 'is')",3
"('this', 'is', 'being')",1
"('is', 'being', 'returned')",1
"('being', 'returned', 'the')",1
"('returned', 'the', 'x')",1
"('the', 'x', 'is')",2
"('x', 'is', 'out')",1
"('is', 'out', 'of')",1
"('of', 'stock', 'now')",1
"('stock', 'now', 'so')",1
"('now', 'so', 'i')",1
"('can', 't', 'even')",1
"('t', 'even', 'reorder')",1
"('even', 'reorder', 'bummer')",1
"('reorder', 'bummer', 'This')",1
"('bummer', 'This', 'skirt')",1
"('This', 'skirt', 'look')",2
"('skirt', 'look', 'great')",1
"('great', 'on', 'i')",1
"('on', 'i', 'didn')",1
"('t', 'even', 'think')",2
"('even', 'think', 'before')",1
"('think', 'before', 'buying')",1
"('before', 'buying', 'it')",1
"('buying', 'it', 'planning')",1
"('it', 'planning', 'to')",1
"('planning', 'to', 'wear')",1
"('wear', 'it', 'all')",1
"('it', 'all', 'summer')",1
"('all', 'summer', 'so')",1
"('summer', 'so', 'the')",1
"('so', 'the', 'aesthetic')",1
"('the', 'aesthetic', 'is')",1
"('aesthetic', 'is', 'great')",1
"('is', 'great', 'quality')",1
"('great', 'quality', 'and')",1
"('quality', 'and', 'design')",1
"('and', 'design', 'not')",1
"('design', 'not', 'so')",1
"('so', 'much', 'you')",1
"('much', 'you', 'get')",1
"('you', 'get', 'exactly')",1
"('get', 'exactly', 'one')",1
"('exactly', 'one', 'good')",1
"('one', 'good', 'wear')",1
"('good', 'wear', 'out')",1
"('out', 'of', 'it')",3
"('of', 'it', 'before')",1
"('it', 'before', 'the')",1
"('before', 'the', 'folding')",1
"('the', 'folding', 'absolutely')",1
"('folding', 'absolutely', 'disintegrates')",1
"('absolutely', 'disintegrates', 'it')",1
"('disintegrates', 'it', 'is')",1
"('is', 'not', 'sewn')",1
"('not', 'sewn', 'in')",1
"('sewn', 'in', 'or')",1
"('in', 'or', 'built')",1
"('or', 'built', 'to')",1
"('built', 'to', 'last')",1
"('to', 'last', 'then')",1
"('last', 'then', 'it')",1
"('then', 'it', 'look')",1
"('a', 'cheap', 'sarong')",1
"('cheap', 'sarong', 'over')",1
"('sarong', 'over', 'a')",1
"('over', 'a', 'cheap')",1
"('a', 'cheap', 'miniskirt')",1
"('cheap', 'miniskirt', 'i')",1
"('miniskirt', 'i', 'thought')",1
"('thought', 'the', 'dry')",1
"('the', 'dry', 'cleaner')",1
"('dry', 'cleaner', 'might')",1
"('cleaner', 'might', 'be')",1
"('might', 'be', 'able')",1
"('able', 'to', 'fix')",1
"('fix', 'it', 'but')",1
"('it', 'but', 'they')",1
"('but', 'they', 'said')",1
"('they', 'said', 'they')",1
"('said', 'they', 'would')",1
"('they', 'would', 'have')",2
"('would', 'have', 'to')",4
"('have', 'to', 'resew')",1
"('to', 'resew', 'the')",1
"('resew', 'the', 'whole')",1
"('the', 'whole', 'garment')",1
"('whole', 'garment', 'not')",1
"('garment', 'not', 'exactly')",1
"('not', 'exactly', 'what')",1
"('exactly', 'what', 'you')",1
"('what', 'you', 'want')",1
"('you', 'want', 'to')",1
"('want', 'to', 'hear')",1
"('to', 'hear', 'with')",1
"('hear', 'with', 'almost')",1
"('with', 'almost', 'bran')",1
"('almost', 'bran', 'I')",1
"('bran', 'I', 'splurged')",1
"('I', 'splurged', 'on')",1
"('splurged', 'on', 'this')",1
"('on', 'this', 'pajama')",1
"('this', 'pajama', 'set')",1
"('pajama', 'set', 'for')",1
"('set', 'for', 'myself')",1
"('for', 'myself', 'and')",1
"('myself', 'and', 'now')",1
"('and', 'now', 'regret')",1
"('now', 'regret', 'it')",1
"('regret', 'it', 'even')",1
"('it', 'even', 'though')",2
"('even', 'though', 'the')",1
"('though', 'the', 'design')",1
"('design', 'is', 'adorable')",1
"('is', 'adorable', 'the')",1
"('adorable', 'the', 'knitted')",1
"('the', 'knitted', 'fabric')",1
"('knitted', 'fabric', 'contains')",1
"('fabric', 'contains', 'acrylic')",1
"('contains', 'acrylic', 'and')",1
"('acrylic', 'and', 'started')",1
"('and', 'started', 'pilling')",1
"('started', 'pilling', 'a')",1
"('pilling', 'a', 'lot')",2
"('a', 'lot', 'within')",1
"('lot', 'within', 'the')",1
"('within', 'the', 'first')",2
"('the', 'first', 'week')",1
"('first', 'week', 'of')",1
"('week', 'of', 'wear')",1
"('of', 'wear', 'after')",1
"('wear', 'after', 'a')",1
"('after', 'a', 'month')",1
"('a', 'month', 'and')",1
"('month', 'and', 'a')",1
"('and', 'a', 'couple')",1
"('a', 'couple', 'wash')",1
"('couple', 'wash', 'it')",1
"('wash', 'it', 'look')",1
"('it', 'look', 'horrible')",1
"('look', 'horrible', 'it')",1
"('horrible', 'it', 'may')",1
"('it', 'may', 'be')",1
"('be', 'the', 'worst')",1
"('the', 'worst', 'case')",1
"('worst', 'case', 'of')",1
"('case', 'of', 'pilling')",1
"('of', 'pilling', 'i')",1
"('pilling', 'i', 've')",1
"('ve', 'ever', 'seen')",2
"('ever', 'seen', 'in')",1
"('seen', 'in', 'a')",1
"('in', 'a', 'fabric')",1
"('a', 'fabric', 'so')",1
"('fabric', 'so', 'so')",1
"('so', 'so', 'disappointed')",1
"('so', 'disappointed', 'it')",1
"('disappointed', 'it', 'initially')",1
"('it', 'initially', 'fit')",1
"('initially', 'fit', 'true')",1
"('to', 'size', 'but')",1
"('size', 'but', 'ha')",1
"('but', 'ha', 'stretched')",1
"('ha', 'stretched', 'out')",1
"('stretched', 'out', 'a')",1
"('out', 'a', 'bit')",1
"('a', 'bit', 'over')",1
"('bit', 'over', 'time')",1
"('over', 'time', 'Loved')",1
"('time', 'Loved', 'how')",1
"('Loved', 'how', 'this')",1
"('how', 'this', 'draped')",1
"('this', 'draped', 'and')",1
"('draped', 'and', 'im')",1
"('and', 'im', 'super')",1
"('im', 'super', 'petite')",1
"('super', 'petite', '5')",1
"('petite', '5', '1')",1
"('5', '1', '32b')",1
"('1', '32b', 'bust')",1
"('32b', 'bust', 'and')",1
"('bust', 'and', 'this')",1
"('this', 'wa', 'seriously')",1
"('wa', 'seriously', 'one')",1
"('seriously', 'one', 'of')",1
"('the', 'most', 'ill')",1
"('most', 'ill', 'fitting')",1
"('ill', 'fitting', 'item')",1
"('fitting', 'item', 'i')",1
"('i', 'have', 'every')",1
"('have', 'every', 'owned')",1
"('every', 'owned', 'i')",1
"('owned', 'i', 'purchased')",1
"('purchased', 'the', 'px')",1
"('the', 'px', 'and')",1
"('px', 'and', 'it')",1
"('huge', 'i', 'hope')",1
"('i', 'hope', 'this')",2
"('hope', 'this', 'ha')",1
"('this', 'ha', 'a')",1
"('ha', 'a', 'better')",1
"('a', 'better', 'fit')",1
"('better', 'fit', 'a')",1
"('fit', 'a', 'the')",1
"('a', 'the', 'other')",1
"('other', 'reviewer', 'seem')",1
"('reviewer', 'seem', 'to')",1
"('seem', 'to', 'have')",1
"('have', 'a', 'more')",1
"('a', 'more', 'positive')",1
"('more', 'positive', 'review')",1
"('positive', 'review', 'i')",1
"('i', 'wa', 'just')",1
"('wa', 'just', 'appalled')",1
"('just', 'appalled', 'a')",1
"('appalled', 'a', 'to')",1
"('a', 'to', 'how')",1
"('to', 'how', 'bad')",1
"('how', 'bad', 'the')",1
"('bad', 'the', 'measurement')",1
"('the', 'measurement', 'were')",1
"('measurement', 'were', 'off')",1
"('were', 'off', 'unfortunately')",1
"('off', 'unfortunately', 'the')",1
"('unfortunately', 'the', 'strap')",1
"('the', 'strap', 'are')",1
"('strap', 'are', 'not')",1
"('are', 'not', 'adjustable')",1
"('not', 'adjustable', 'so')",1
"('adjustable', 'so', 'this')",1
"('so', 'this', 'went')",1
"('this', 'went', 'below')",1
"('went', 'below', 'my')",1
"('below', 'my', 'chest')",1
"('my', 'chest', 'too')",1
"('chest', 'too', 'sad')",1
"('too', 'sad', 'retailer')",1
"('sad', 'retailer', 'please')",1
"('retailer', 'please', 'get')",1
"('please', 'get', 'the')",1
"('get', 'the', 'fit')",1
"('the', 'fit', 'right')",1
"('fit', 'right', 'This')",1
"('right', 'This', 'dress')",1
"('dress', 'is', 'beautifully')",1
"('is', 'beautifully', 'made')",1
"('beautifully', 'made', 'but')",1
"('made', 'but', 'it')",1
"('doe', 'not', 'flair')",1
"('not', 'flair', 'slightly')",1
"('flair', 'slightly', 'a')",1
"('slightly', 'a', 'in')",1
"('photo', 'it', 'stick')",1
"('it', 'stick', 'out')",1
"('stick', 'out', 'like')",1
"('tent', 'it', 'might')",1
"('it', 'might', 'be')",2
"('might', 'be', 'a')",1
"('a', 'good', 'maternity')",1
"('good', 'maternity', 'dress')",1
"('maternity', 'dress', 'the')",1
"('dress', 'the', 'fabric')",1
"('is', 'somewhat', 'stiff')",1
"('somewhat', 'stiff', 'andheavy')",1
"('stiff', 'andheavy', 'with')",1
"('andheavy', 'with', 'a')",1
"('with', 'a', 'slight')",1
"('a', 'slight', 'texture')",1
"('slight', 'texture', 'I')",1
"('texture', 'I', 'wa')",1
"('extremely', 'disappointed', 'when')",1
"('disappointed', 'when', 'this')",1
"('when', 'this', 'arrived')",1
"('this', 'arrived', 'it')",1
"('arrived', 'it', 's')",1
"('it', 's', 'nothing')",1
"('s', 'nothing', 'like')",1
"('like', 'the', 'red')",1
"('the', 'red', 'color')",1
"('red', 'color', 'shown')",1
"('color', 'shown', 'rather')",1
"('shown', 'rather', 'it')",1
"('rather', 'it', 's')",1
"('s', 'a', 'very')",2
"('a', 'very', 'dull')",1
"('very', 'dull', 'reddish')",1
"('dull', 'reddish', 'color')",1
"('reddish', 'color', 'a')",1
"('color', 'a', 'other')",1
"('a', 'other', 'review')",1
"('other', 'review', 'have')",1
"('review', 'have', 'suggested')",1
"('have', 'suggested', 'it')",1
"('suggested', 'it', 'is')",1
"('thin', 'and', 'run')",1
"('and', 'run', 'large')",2
"('run', 'large', 'i')",1
"('large', 'i', 'have')",1
"('have', 'to', 'return')",5
"('to', 'return', 'I')",1
"('return', 'I', 'tried')",1
"('tried', 'this', 'dress')",2
"('dress', 'on', 'in')",2
"('store', 'i', 'loved')",1
"('loved', 'the', 'fabric')",2
"('fabric', 'and', 'color')",3
"('color', 'but', 'the')",3
"('fit', 'wa', 'huge')",1
"('wa', 'huge', 'no')",1
"('huge', 'no', 'matter')",1
"('matter', 'how', 'much')",1
"('how', 'much', 'i')",1
"('much', 'i', 'sized')",1
"('sized', 'down', 'there')",1
"('down', 'there', 'are')",1
"('there', 'are', 'full')",1
"('are', 'full', 'dress')",1
"('full', 'dress', 'and')",1
"('dress', 'and', 'tunic')",1
"('and', 'tunic', 'that')",1
"('tunic', 'that', 'are')",1
"('that', 'are', 'supposed')",1
"('are', 'supposed', 'to')",1
"('supposed', 'to', 'be')",2
"('to', 'be', 'loose')",1
"('be', 'loose', 'but')",1
"('loose', 'but', 'this')",1
"('this', 'wa', 'shapeless')",1
"('wa', 'shapeless', 'in')",1
"('shapeless', 'in', 'an')",1
"('in', 'an', 'unflattering')",1
"('an', 'unflattering', 'way')",1
"('unflattering', 'way', 'i')",1
"('way', 'i', 'wa')",1
"('i', 'wa', 'attracted')",1
"('wa', 'attracted', 'to')",1
"('attracted', 'to', 'the')",1
"('to', 'the', 'style')",1
"('style', 'and', 'color')",1
"('but', 'the', 'execution')",2
"('the', 'execution', 'left')",1
"('execution', 'left', 'much')",1
"('left', 'much', 'to')",1
"('much', 'to', 'be')",3
"('to', 'be', 'desired')",4
"('be', 'desired', 'I')",1
"('desired', 'I', 'had')",1
"('for', 'this', 'sweater')",1
"('this', 'sweater', 'and')",1
"('sweater', 'and', 'when')",1
"('when', 'i', 'found')",1
"('i', 'found', 'it')",2
"('found', 'it', 'on')",1
"('on', 'sale', 'online')",1
"('sale', 'online', 'i')",1
"('online', 'i', 'jumped')",1
"('i', 'jumped', 'at')",1
"('jumped', 'at', 'the')",1
"('at', 'the', 'opportunity')",1
"('the', 'opportunity', 'i')",1
"('opportunity', 'i', 'am')",1
"('am', '5', '11')",1
"('5', '11', 'slender')",1
"('11', 'slender', 'and')",1
"('slender', 'and', 'always')",1
"('and', 'always', 'wear')",1
"('always', 'wear', 'a')",2
"('top', 'i', 'purchased')",1
"('i', 'purchased', 'this')",1
"('purchased', 'this', 'in')",2
"('in', 'the', 'mint')",1
"('the', 'mint', 'size')",1
"('mint', 'size', 'small')",1
"('size', 'small', 'and')",3
"('small', 'and', 'a')",2
"('and', 'a', 'soon')",1
"('a', 'i', 'opened')",1
"('the', 'bag', 'i')",2
"('bag', 'i', 'had')",1
"('i', 'had', 'doubt')",1
"('had', 'doubt', 'the')",1
"('doubt', 'the', 'fabric')",1
"('fabric', 'is', 'terrible')",3
"('is', 'terrible', 'thin')",1
"('terrible', 'thin', 'and')",1
"('thin', 'and', 'scratchy')",2
"('and', 'scratchy', 'it')",1
"('scratchy', 'it', 'is')",1
"('not', 'soft', 'and')",1
"('soft', 'and', 'supple')",1
"('and', 'supple', 'a')",1
"('supple', 'a', 'i')",1
"('i', 'had', 'imagined')",1
"('had', 'imagined', 'the')",1
"('imagined', 'the', 'mint')",1
"('the', 'mint', 'color')",1
"('mint', 'color', 'look')",1
"('color', 'look', 'faded')",1
"('look', 'faded', 'and')",1
"('faded', 'and', 'the')",1
"('and', 'the', 'shape')",2
"('the', 'shape', 'is')",1
"('shape', 'is', 'awful')",1
"('is', 'awful', 'the')",1
"('awful', 'the', 'length')",1
"('the', 'length', 'of')",1
"('length', 'of', 'the')",2
"('of', 'the', 'arm')",1
"('the', 'arm', 'hit')",1
"('arm', 'hit', 'in')",1
"('hit', 'in', 'a')",1
"('in', 'a', 'bizarre')",1
"('a', 'bizarre', 'spot')",1
"('bizarre', 'spot', 'the')",1
"('spot', 'the', 'overall')",1
"('the', 'overall', 'length')",1
"('overall', 'length', 'of')",1
"('the', 'sweater', 'cut')",1
"('sweater', 'cut', 'me')",1
"('cut', 'me', 'off')",1
"('me', 'off', 'at')",1
"('off', 'at', 'the')",1
"('at', 'the', 'torso')",1
"('the', 'torso', 'and')",2
"('torso', 'and', 'the')",2
"('and', 'the', 'Like')",1
"('the', 'Like', 'the')",1
"('Like', 'the', 'previous')",1
"('previous', 'review', 'said')",1
"('review', 'said', 'i')",1
"('said', 'i', 'wa')",1
"('receive', 'this', 'top')",1
"('this', 'top', 'i')",2
"('top', 'i', 'had')",1
"('i', 'had', 'grand')",1
"('had', 'grand', 'vision')",1
"('grand', 'vision', 'of')",1
"('vision', 'of', 'all')",1
"('the', 'way', 'i')",1
"('i', 'could', 'wear')",3
"('to', 'my', 'chagrin')",1
"('my', 'chagrin', 'when')",1
"('chagrin', 'when', 'i')",1
"('it', 'just', 'fell')",1
"('just', 'fell', 'right')",1
"('fell', 'right', 'down')",1
"('right', 'down', 'and')",1
"('down', 'and', 'pooled')",1
"('and', 'pooled', 'around')",1
"('pooled', 'around', 'my')",1
"('around', 'my', 'waist')",1
"('my', 'waist', 'i')",1
"('waist', 'i', 'wish')",1
"('i', 'wish', 'there')",1
"('wish', 'there', 'were')",1
"('there', 'were', 'smaller')",1
"('were', 'smaller', 'size')",1
"('smaller', 'size', 'to')",1
"('size', 'to', 'order')",1
"('to', 'order', 'sadly')",1
"('order', 'sadly', 'this')",1
"('going', 'back', 'The')",2
"('back', 'The', 'button')",1
"('The', 'button', 'on')",1
"('back', 'are', 'very')",1
"('are', 'very', 'tedious')",1
"('very', 'tedious', 'you')",1
"('tedious', 'you', 'will')",1
"('you', 'will', 'need')",2
"('will', 'need', 'someone')",1
"('need', 'someone', 'to')",1
"('someone', 'to', 'help')",1
"('to', 'help', 'you')",1
"('help', 'you', 'if')",1
"('if', 'you', 'get')",2
"('you', 'get', 'past')",1
"('get', 'past', 'that')",1
"('past', 'that', 'hurdle')",1
"('that', 'hurdle', 'then')",1
"('hurdle', 'then', 'you')",1
"('then', 'you', 'have')",1
"('you', 'have', 'the')",2
"('have', 'the', 'look')",1
"('look', 'of', 'a')",1
"('of', 'a', 'little')",1
"('a', 'little', 'girl')",1
"('little', 'girl', 'in')",1
"('girl', 'in', 'a')",1
"('in', 'a', 'smock')",1
"('a', 'smock', 'way')",1
"('smock', 'way', 'too')",1
"('too', 'big', 'like')",1
"('big', 'like', 'a')",1
"('like', 'a', 'nightgown')",1
"('a', 'nightgown', 'nice')",1
"('nightgown', 'nice', 'quality')",1
"('nice', 'quality', 'but')",1
"('quality', 'but', 'not')",1
"('not', 'practical', 'I')",2
"('practical', 'I', 'had')",1
"('I', 'had', 'to')",2
"('had', 'to', 'review')",1
"('to', 'review', 'this')",1
"('review', 'this', 'because')",1
"('this', 'because', 'i')",1
"('because', 'i', 'purchased')",1
"('i', 'purchased', 'before')",1
"('purchased', 'before', 'any')",1
"('before', 'any', 'review')",1
"('any', 'review', 'were')",1
"('review', 'were', 'up')",1
"('were', 'up', 'and')",1
"('up', 'and', 'now')",1
"('and', 'now', 'that')",1
"('now', 'that', 'i')",1
"('that', 'i', 've')",1
"('i', 've', 'received')",1
"('ve', 'received', 'this')",1
"('dress', 'i', 'm')",2
"('i', 'm', 'appalled')",1
"('m', 'appalled', 'by')",1
"('appalled', 'by', 'all')",1
"('by', 'all', 'the')",1
"('all', 'the', 'positive')",1
"('the', 'positive', 'review')",2
"('positive', 'review', 'this')",1
"('review', 'this', 'dress')",1
"('dress', 'is', 'hideous')",1
"('is', 'hideous', 'in')",1
"('hideous', 'in', 'person')",1
"('in', 'person', 'seriously')",1
"('person', 'seriously', 'hideous')",1
"('seriously', 'hideous', 'and')",1
"('hideous', 'and', 'even')",1
"('and', 'even', 'if')",1
"('you', 'can', 'get')",2
"('can', 'get', 'past')",1
"('get', 'past', 'the')",1
"('past', 'the', 'drapery')",1
"('the', 'drapery', 'fabric')",1
"('drapery', 'fabric', 'it')",1
"('fabric', 'it', 's')",1
"('it', 's', 'incredibly')",1
"('s', 'incredibly', 'restricting')",1
"('incredibly', 'restricting', 'the')",1
"('restricting', 'the', 'picture')",1
"('picture', 'online', 'is')",1
"('online', 'is', 'so')",1
"('is', 'so', 'misleading')",2
"('so', 'misleading', 'the')",1
"('misleading', 'the', 'dress')",1
"('the', 'dress', 'isn')",1
"('dress', 'isn', 't')",1
"('isn', 't', 'even')",2
"('t', 'even', 'an')",1
"('even', 'an', 'ivory')",1
"('an', 'ivory', 'it')",1
"('ivory', 'it', 's')",1
"('it', 's', 'more')",2
"('s', 'more', 'of')",2
"('of', 'a', 'pea')",1
"('a', 'pea', 'green')",1
"('pea', 'green', 'so')",1
"('green', 'so', 'disappointed')",1
"('so', 'disappointed', 'This')",1
"('disappointed', 'This', 'coat')",1
"('This', 'coat', 'is')",1
"('coat', 'is', 'awful')",1
"('is', 'awful', 'just')",1
"('awful', 'just', 'awful')",1
"('just', 'awful', 'i')",2
"('awful', 'i', 'bought')",1
"('bought', 'it', 'based')",1
"('it', 'based', 'on')",1
"('on', 'the', 'review')",2
"('the', 'review', 'my')",1
"('review', 'my', 'husband')",1
"('my', 'husband', 'said')",1
"('husband', 'said', 'it')",1
"('said', 'it', 'look')",1
"('like', 'i', 'am')",1
"('i', 'am', 'wearing')",1
"('am', 'wearing', 'a')",1
"('wearing', 'a', 'mattress')",1
"('a', 'mattress', 'it')",1
"('mattress', 'it', 'looked')",1
"('looked', 'awful', 'i')",1
"('awful', 'i', 'really')",1
"('i', 'really', 'really')",1
"('really', 'really', 'liked')",1
"('liked', 'the', 'softness')",1
"('softness', 'and', 'that')",1
"('and', 'that', 'it')",1
"('that', 'it', 'wasn')",1
"('wasn', 't', 'like')",2
"('t', 'like', 'another')",1
"('like', 'another', 'puffer')",1
"('another', 'puffer', 'coat')",1
"('puffer', 'coat', 'it')",1
"('coat', 'it', 'wa')",2
"('wa', 'also', 'stretchy')",1
"('also', 'stretchy', 'and')",1
"('stretchy', 'and', 'the')",1
"('the', 'button', 'super')",1
"('button', 'super', 'easy')",1
"('super', 'easy', 'to')",1
"('easy', 'to', 'wear')",2
"('to', 'wear', 'but')",2
"('wear', 'but', 'the')",1
"('but', 'the', 'look')",1
"('the', 'look', 'style')",1
"('look', 'style', 'and')",1
"('style', 'and', 'design')",2
"('and', 'design', 'make')",1
"('design', 'make', 'it')",1
"('make', 'it', 'very')",1
"('it', 'very', 'unflattering')",1
"('very', 'unflattering', 'it')",1
"('unflattering', 'it', 'looked')",1
"('it', 'looked', 'so')",2
"('looked', 'so', 'bad')",1
"('so', 'bad', 'that')",1
"('bad', 'that', 'i')",1
"('that', 'i', 'took')",1
"('took', 'it', 'off')",1
"('it', 'off', 'right')",1
"('off', 'right', 'away')",1
"('right', 'away', 'so')",1
"('away', 'so', 'disappointing')",1
"('so', 'disappointing', 'This')",1
"('disappointing', 'This', 'shirt')",1
"('This', 'shirt', 'wa')",1
"('shirt', 'wa', 'great')",1
"('wa', 'great', 'for')",1
"('great', 'for', 'one')",1
"('for', 'one', 'wear')",1
"('one', 'wear', 'after')",1
"('wear', 'after', 'just')",1
"('after', 'just', 'one')",1
"('just', 'one', 'wash')",1
"('one', 'wash', 'followed')",1
"('wash', 'followed', 'instruction')",1
"('followed', 'instruction', 'to')",1
"('instruction', 'to', 'dry')",1
"('to', 'dry', 'clean')",1
"('dry', 'clean', 'it')",1
"('clean', 'it', 'lost')",1
"('it', 'lost', 'all')",1
"('lost', 'all', 'shape')",1
"('all', 'shape', 'and')",1
"('shape', 'and', 'now')",1
"('and', 'now', 'hang')",1
"('now', 'hang', 'like')",1
"('like', 'a', 'bed')",1
"('bed', 'sheet', 'terrible')",1
"('sheet', 'terrible', 'waste')",1
"('terrible', 'waste', 'of')",1
"('of', 'money', 'on')",1
"('money', 'on', 'a')",1
"('on', 'a', 'pricey')",1
"('a', 'pricey', 'top')",1
"('pricey', 'top', 'I')",1
"('top', 'I', 'loved')",1
"('loved', 'the', 'shirt')",1
"('the', 'shirt', 'until')",1
"('shirt', 'until', 'i')",1
"('washed', 'it', 'awful')",1
"('it', 'awful', 'fabric')",1
"('awful', 'fabric', 'quality')",1
"('fabric', 'quality', 'cheaply')",1
"('quality', 'cheaply', 'made')",1
"('cheaply', 'made', 'I')",1
"('made', 'I', 'ordered')",1
"('I', 'ordered', 'a')",3
"('a', 'size', 'smaller')",2
"('size', 'smaller', 'prr')",1
"('smaller', 'prr', 'other')",1
"('prr', 'other', 'reviewer')",1
"('other', 'reviewer', 'but')",1
"('reviewer', 'but', 'that')",1
"('but', 'that', 'still')",1
"('that', 'still', 'didn')",1
"('still', 'didn', 't')",1
"('didn', 't', 'prepare')",1
"('t', 'prepare', 'me')",1
"('prepare', 'me', 'for')",1
"('me', 'for', 'the')",1
"('for', 'the', 'sweater')",1
"('sweater', 's', 'issue')",1
"('s', 'issue', 'it')",1
"('issue', 'it', 'look')",1
"('look', 'really', 'cute')",1
"('really', 'cute', 'but')",1
"('quality', 'is', 'pretty')",1
"('is', 'pretty', 'horrendous')",1
"('pretty', 'horrendous', 'i')",1
"('horrendous', 'i', 'wore')",1
"('today', 'and', 'already')",1
"('and', 'already', 'the')",1
"('already', 'the', 'sweater')",1
"('the', 'sweater', 'is')",3
"('sweater', 'is', 'pilling')",1
"('is', 'pilling', 'a')",1
"('a', 'lot', 'on')",1
"('lot', 'on', 'my')",1
"('on', 'my', 'back')",1
"('my', 'back', 'seriously')",1
"('back', 'seriously', 'heartbroken')",1
"('seriously', 'heartbroken', 'I')",1
"('heartbroken', 'I', 'm')",1
"('I', 'm', 'disappointed')",1
"('m', 'disappointed', 'in')",1
"('disappointed', 'in', 'these')",1
"('in', 'these', 'pant')",1
"('these', 'pant', 'which')",1
"('pant', 'which', 'looked')",1
"('which', 'looked', 'so')",1
"('looked', 'so', 'beautiful')",1
"('so', 'beautiful', 'online')",1
"('online', 'and', 'even')",1
"('and', 'even', 'have')",1
"('even', 'have', 'pocket')",1
"('have', 'pocket', 'in')",1
"('pocket', 'in', 'person')",1
"('person', 'the', 'pattern')",1
"('the', 'pattern', 'and')",2
"('pattern', 'and', 'color')",2
"('and', 'color', 'aren')",1
"('t', 'a', 'nice')",1
"('a', 'nice', 'the')",1
"('nice', 'the', 'fabric')",1
"('fabric', 'is', 'too')",1
"('is', 'too', 'thin')",1
"('too', 'thin', 'and')",1
"('the', 'pant', 'look')",1
"('pant', 'look', 'cheap')",1
"('cheap', 'the', 'pocket')",1
"('pocket', 'are', 'pretty')",1
"('are', 'pretty', 'shallow')",1
"('pretty', 'shallow', 'the')",1
"('shallow', 'the', 'fit')",1
"('the', 'fit', 'isn')",2
"('fit', 'isn', 't')",2
"('isn', 't', 'good')",1
"('t', 'good', 'either')",1
"('good', 'either', 'i')",1
"('either', 'i', 'ordered')",1
"('i', 'ordered', 'up')",1
"('ordered', 'up', 'i')",1
"('up', 'i', 'm')",1
"('i', 'm', 'between')",1
